78.831848	6.00514
34.856316	20.306831
13.463867	36.160942
25.932167	37.596806
87.956154	4.431625
37.714497	63.036564
82.785789	31.972858
48.663162	42.510468
95.527023	79.069511
35.203762	71.375664
36.238014	84.194023
7.848627	38.302071
88.049881	17.406372
96.873154	21.866203
0.350334	79.265533
85.270668	17.748283
38.055115	79.182182
15.343121	20.126982
57.723785	51.518982
55.950607	41.275288
4.311847	45.679935
77.652794	93.665108
36.175571	87.097641
66.167145	26.315954
97.691612	31.702593
15.896619	1.370903
39.672974	33.92963
51.335999	23.745247
45.611446	27.72286
6.988386	48.209152
65.957443	45.961784
25.143963	92.259056
12.386036	4.012551
55.531532	40.487083
81.762375	70.109825
15.789757	11.482138
5.147241	86.074226
73.171852	93.442558
19.758509	41.322815
73.025406	39.338997
40.7099	17.450125
51.379753	88.922028
12.667271	80.382874
8.105733	2.71575
50.924904	58.278717
4.240501	15.09412
7.353173	16.882339
20.89489	29.384464
69.871552	19.739208
89.84903	76.426422
87.908562	51.633919
37.708141	5.638784
99.081337	93.055801
34.378613	10.879996
50.218994	18.839846
36.28997	7.404016
96.326042	90.928894
71.311775	87.669724
90.385475	8.99331
67.272026	79.417503
94.511627	41.310375
58.192715	71.512527
0.896994	1.864794
21.604002	79.087608
55.514027	70.768539
22.402464	11.45303
17.091814	43.422585
36.478382	60.110607
70.990601	16.173151
35.012997	70.856995
78.261009	21.209595
12.138491	71.302963
58.972687	74.587051
83.58036	83.450256
62.867764	49.358158
90.668533	50.85239
22.364916	57.379383
59.244183	48.861244
27.948843	23.261908
94.030457	80.848183
92.301208	83.462868
26.885448	16.432917
76.543526	9.393023
25.566175	63.363827
34.220821	47.534122
68.743721	60.57917
31.882135	12.481829
87.068878	80.882202
64.332466	90.85482
40.212975	70.649239
21.501621	27.200232
84.57962	30.881504
79.742744	43.866535
67.128448	43.823795
24.671976	7.691584
91.154449	61.158897
77.591812	16.973185
26.366207	18.039894
81.403725	54.13533
1.669452	51.932384
12.511553	15.624541
28.106371	70.41317
51.295376	44.393688
35.248508	15.175247
85.824486	15.627842
42.828072	75.461487
6.342986	7.326104
51.192642	27.407688
71.231483	86.085732
93.777313	18.321083
79.47998	95.903458
12.876639	84.931763
2.971654	57.071789
11.207121	39.242847
91.175232	84.375374
99.999916	12.876574
83.289742	3.686783
48.080471	28.106287
43.281536	34.585117
50.212955	83.328979
58.790466	29.106018
36.432125	93.041031
20.448715	65.133446
51.219177	87.624763
5.945846	91.680199
87.583649	44.99649
29.928247	85.425827
42.497616	0.460287
39.703136	32.899902
17.275278	53.704739
66.581314	30.878363
34.565147	17.275196
45.381485	49.871052
84.456169	82.645622
