-19.2442 , 23.0026
29.1837 , 27.2943
43.8579 , 38.3274
41.4422 , 44.0039
3.96372 , -13.1552
-14.5458 , -41.2701
-11.4244 , 28.3792
-26.1881 , -6.03921
-0.709726 , 14.6845
-21.7903 , -43.2266
1.00572 , 17.1167
3.71766 , 44.1426
-21.7719 , 4.6353
48.1368 , -19.856
3.12573 , -38.7134
40.4579 , 30.6588
29.5337 , -35.3421
24.9815 , 32.843
26.3488 , 38.9165
-48.3203 , -45.9091
-42.6925 , 19.106
40.8684 , -41.76
21.4443 , -23.5634
15.474 , -30.3688
-19.7872 , -42.1077
8.34737 , 16.5541
-16.9038 , 11.0751
19.6024 , 15.853
-35.2504 , -9.20775
5.0303 , -41.4548
41.763 , 35.8653
46.3919 , 48.2161
0.790731 , -8.82628
-23.0757 , 4.50674
0.660066 , -38.4868
-41.8235 , 13.0312
25.3339 , 47.9736
20.291 , -28.0972
45.144 , 35.3831
-24.9252 , 11.4599
-21.3639 , 15.0067
-16.53 , -9.57936
-43.7393 , -37.0326
-6.02896 , -43.2194
-47.8126 , -43.8543
-3.99661 , -16.512
-45.0323 , 28.4377
-32.8033 , -30.8825
1.22966 , -5.10041
4.774 , 43.9477
-5.86703 , 38.2981
36.3241 , 38.6933
30.5697 , -18.6856
44.9536 , -37.1533
-19.2905 , 31.8481
49.7481 , -46.1225
28.8632 , -9.01761
-17.3221 , -49.6264
33.9 , 37.25
-29.5315 , 43.1892
44.5113 , -17.0017
-19.6209 , 22.0896
-22.9927 , -32.42
-3.3002 , 4.47432
-38.7603 , -21.6024
24.159 , -15.2478
41.4367 , 20.936
26.4648 , 0.901236
34.2948 , 30.7007
27.3041 , -6.88229
-23.6755 , 14.716
44.5219 , 12.8738
-12.3926 , 4.62359
-6.62688 , -17.2524
44.3488 , 45.3963
8.80826 , 18.5981
14.3327 , 25.5576
-1.2613 , -27.5345
9.77827 , 9.78824
-16.2458 , -45.4861
-13.2843 , -29.8532
20.9654 , 12.3824
-33.0442 , -45.4745
-12.6811 , 6.62437
15.2642 , 28.4456
-25.2616 , 22.1673
45.0565 , -46.7376
-41.3165 , -22.8901
-37.2059 , -42.1222
26.3512 , 6.15427
49.0114 , 9.57772
6.95438 , -48.2665
29.5074 , -34.968
-8.326 , -11.001
-17.231 , -15.7981
